word,sentiment,lexicon,score
inappropriate,anger,nrc,NA
inappropriate,disgust,nrc,NA
inappropriate,negative,nrc,NA
inappropriate,sadness,nrc,NA
inattention,anger,nrc,NA
inattention,negative,nrc,NA
inaudible,negative,nrc,NA
inaugural,anticipation,nrc,NA
inauguration,anticipation,nrc,NA
inauguration,joy,nrc,NA
inauguration,positive,nrc,NA
inauguration,trust,nrc,NA
incalculable,negative,nrc,NA
incapacity,negative,nrc,NA
incarceration,anger,nrc,NA
incarceration,disgust,nrc,NA
incarceration,fear,nrc,NA
incarceration,negative,nrc,NA
incarceration,sadness,nrc,NA
incase,anger,nrc,NA
incase,disgust,nrc,NA
incase,fear,nrc,NA
incase,negative,nrc,NA
incase,sadness,nrc,NA
incendiary,anger,nrc,NA
incendiary,fear,nrc,NA
incendiary,negative,nrc,NA
incendiary,surprise,nrc,NA
incense,anger,nrc,NA
incense,negative,nrc,NA
incessant,negative,nrc,NA
incest,anger,nrc,NA
incest,disgust,nrc,NA
incest,fear,nrc,NA
incest,negative,nrc,NA
incest,sadness,nrc,NA
incestuous,disgust,nrc,NA
incestuous,negative,nrc,NA
incident,surprise,nrc,NA
incineration,negative,nrc,NA
incisive,positive,nrc,NA
incite,anger,nrc,NA
incite,anticipation,nrc,NA
incite,fear,nrc,NA
incite,negative,nrc,NA
inclement,negative,nrc,NA
incline,trust,nrc,NA
include,positive,nrc,NA
included,positive,nrc,NA
including,positive,nrc,NA
inclusion,trust,nrc,NA
inclusive,positive,nrc,NA
incoherent,negative,nrc,NA
income,anticipation,nrc,NA
income,joy,nrc,NA
income,negative,nrc,NA
income,positive,nrc,NA
income,sadness,nrc,NA
income,trust,nrc,NA
incompatible,anger,nrc,NA
incompatible,disgust,nrc,NA
incompatible,negative,nrc,NA
incompatible,sadness,nrc,NA
incompetence,negative,nrc,NA
incompetent,anger,nrc,NA
incompetent,negative,nrc,NA
incompetent,sadness,nrc,NA
incompleteness,negative,nrc,NA
incomprehensible,negative,nrc,NA
incongruous,anger,nrc,NA
incongruous,negative,nrc,NA
inconsequential,negative,nrc,NA
inconsequential,sadness,nrc,NA
inconsiderate,anger,nrc,NA
inconsiderate,disgust,nrc,NA
inconsiderate,negative,nrc,NA
inconsiderate,sadness,nrc,NA
inconsistency,negative,nrc,NA
incontinence,surprise,nrc,NA
inconvenient,anger,nrc,NA
inconvenient,disgust,nrc,NA
inconvenient,negative,nrc,NA
inconvenient,sadness,nrc,NA
incorrect,negative,nrc,NA
increase,positive,nrc,NA
incredulous,anger,nrc,NA
incredulous,disgust,nrc,NA
incredulous,negative,nrc,NA
incrimination,fear,nrc,NA
incrimination,negative,nrc,NA
incrimination,sadness,nrc,NA
incubus,disgust,nrc,NA
incubus,fear,nrc,NA
incubus,negative,nrc,NA
incur,negative,nrc,NA
incurable,anger,nrc,NA
incurable,disgust,nrc,NA
incurable,fear,nrc,NA
incurable,negative,nrc,NA
incurable,sadness,nrc,NA
incursion,fear,nrc,NA
incursion,negative,nrc,NA
indecency,anger,nrc,NA
indecency,disgust,nrc,NA
indecent,disgust,nrc,NA
indecent,negative,nrc,NA
indecision,negative,nrc,NA
indecisive,negative,nrc,NA
indefensible,fear,nrc,NA
indefensible,negative,nrc,NA
indelible,positive,nrc,NA
indelible,trust,nrc,NA
indemnify,negative,nrc,NA
indemnity,positive,nrc,NA
indemnity,trust,nrc,NA
indent,trust,nrc,NA
indenture,anger,nrc,NA
indenture,negative,nrc,NA
independence,anticipation,nrc,NA
independence,joy,nrc,NA
independence,positive,nrc,NA
independence,surprise,nrc,NA
independence,trust,nrc,NA
indestructible,positive,nrc,NA
indestructible,trust,nrc,NA
indeterminate,negative,nrc,NA
indict,anger,nrc,NA
indict,fear,nrc,NA
indict,negative,nrc,NA
indictment,fear,nrc,NA
indictment,negative,nrc,NA
indifference,anger,nrc,NA
indifference,disgust,nrc,NA
indifference,fear,nrc,NA
indifference,negative,nrc,NA
indifference,sadness,nrc,NA
indigent,negative,nrc,NA
indigent,sadness,nrc,NA
indignant,anger,nrc,NA
indignant,negative,nrc,NA
indignation,anger,nrc,NA
indignation,disgust,nrc,NA
indignation,negative,nrc,NA
indistinct,negative,nrc,NA
individuality,positive,nrc,NA
indivisible,trust,nrc,NA
indoctrination,anger,nrc,NA
indoctrination,fear,nrc,NA
indoctrination,negative,nrc,NA
indolent,negative,nrc,NA
indomitable,fear,nrc,NA
indomitable,positive,nrc,NA
ineffable,positive,nrc,NA
ineffective,negative,nrc,NA
ineffectual,disgust,nrc,NA
ineffectual,negative,nrc,NA
inefficiency,disgust,nrc,NA
inefficiency,negative,nrc,NA
inefficiency,sadness,nrc,NA
inefficient,negative,nrc,NA
inefficient,sadness,nrc,NA
inept,anger,nrc,NA
inept,disgust,nrc,NA
inept,negative,nrc,NA
ineptitude,disgust,nrc,NA
ineptitude,fear,nrc,NA
ineptitude,negative,nrc,NA
ineptitude,sadness,nrc,NA
inequality,anger,nrc,NA
inequality,fear,nrc,NA
inequality,negative,nrc,NA
inequality,sadness,nrc,NA
inequitable,negative,nrc,NA
inert,negative,nrc,NA
inexcusable,anger,nrc,NA
inexcusable,disgust,nrc,NA
inexcusable,negative,nrc,NA
inexcusable,sadness,nrc,NA
inexpensive,positive,nrc,NA
inexperience,negative,nrc,NA
inexperienced,negative,nrc,NA
inexplicable,negative,nrc,NA
inexplicable,surprise,nrc,NA
infallibility,trust,nrc,NA
infallible,positive,nrc,NA
infamous,anger,nrc,NA
infamous,disgust,nrc,NA
infamous,fear,nrc,NA
infamous,negative,nrc,NA
infamy,negative,nrc,NA
infamy,sadness,nrc,NA
infant,anticipation,nrc,NA
infant,fear,nrc,NA
infant,joy,nrc,NA
infant,positive,nrc,NA
infant,surprise,nrc,NA
infanticide,anger,nrc,NA
infanticide,anticipation,nrc,NA
infanticide,disgust,nrc,NA
infanticide,fear,nrc,NA
infanticide,negative,nrc,NA
infanticide,sadness,nrc,NA
infantile,anger,nrc,NA
infantile,disgust,nrc,NA
infantile,negative,nrc,NA
infarct,fear,nrc,NA
infarct,negative,nrc,NA
infarct,surprise,nrc,NA
infect,disgust,nrc,NA
infect,negative,nrc,NA
infection,fear,nrc,NA
infection,negative,nrc,NA
infectious,disgust,nrc,NA
infectious,fear,nrc,NA
infectious,negative,nrc,NA
infectious,sadness,nrc,NA
inferior,negative,nrc,NA
inferior,sadness,nrc,NA
inferiority,negative,nrc,NA
inferno,anger,nrc,NA
inferno,fear,nrc,NA
inferno,negative,nrc,NA
infertility,negative,nrc,NA
infertility,sadness,nrc,NA
infestation,disgust,nrc,NA
infestation,fear,nrc,NA
infestation,negative,nrc,NA
infidel,anger,nrc,NA
infidel,disgust,nrc,NA
infidel,fear,nrc,NA
infidel,negative,nrc,NA
infidelity,anger,nrc,NA
infidelity,disgust,nrc,NA
infidelity,fear,nrc,NA
infidelity,negative,nrc,NA
infidelity,sadness,nrc,NA
infiltration,negative,nrc,NA
infiltration,positive,nrc,NA
infinite,positive,nrc,NA
infinity,anticipation,nrc,NA
infinity,joy,nrc,NA
infinity,positive,nrc,NA
infinity,trust,nrc,NA
infirm,negative,nrc,NA
infirmity,fear,nrc,NA
infirmity,negative,nrc,NA
inflammation,negative,nrc,NA
inflated,negative,nrc,NA
inflation,fear,nrc,NA
inflation,negative,nrc,NA
inflict,anger,nrc,NA
inflict,fear,nrc,NA
inflict,negative,nrc,NA
inflict,sadness,nrc,NA
infliction,fear,nrc,NA
infliction,negative,nrc,NA
infliction,sadness,nrc,NA
influence,negative,nrc,NA
influence,positive,nrc,NA
influential,positive,nrc,NA
influential,trust,nrc,NA
influenza,negative,nrc,NA
inform,trust,nrc,NA
information,positive,nrc,NA
informer,negative,nrc,NA
infraction,anger,nrc,NA
infraction,negative,nrc,NA
infrequent,surprise,nrc,NA
infrequently,negative,nrc,NA
infringement,negative,nrc,NA
ingenious,positive,nrc,NA
inheritance,anticipation,nrc,NA
inheritance,joy,nrc,NA
inheritance,positive,nrc,NA
inheritance,surprise,nrc,NA
inheritance,trust,nrc,NA
inhibit,anger,nrc,NA
inhibit,disgust,nrc,NA
inhibit,negative,nrc,NA
inhibit,sadness,nrc,NA
inhospitable,negative,nrc,NA
inhospitable,sadness,nrc,NA
inhuman,anger,nrc,NA
inhuman,disgust,nrc,NA
inhuman,fear,nrc,NA
inhuman,negative,nrc,NA
inhuman,sadness,nrc,NA
inhumanity,negative,nrc,NA
inhumanity,sadness,nrc,NA
inimical,anger,nrc,NA
inimical,negative,nrc,NA
inimical,sadness,nrc,NA
inimitable,positive,nrc,NA
inimitable,trust,nrc,NA
iniquity,disgust,nrc,NA
iniquity,negative,nrc,NA
injection,fear,nrc,NA
injunction,negative,nrc,NA
injure,anger,nrc,NA
injure,fear,nrc,NA
injure,negative,nrc,NA
injure,sadness,nrc,NA
injured,fear,nrc,NA
injured,negative,nrc,NA
injured,sadness,nrc,NA
injurious,anger,nrc,NA
injurious,fear,nrc,NA
injurious,negative,nrc,NA
injurious,sadness,nrc,NA
injury,anger,nrc,NA
injury,fear,nrc,NA
injury,negative,nrc,NA
injury,sadness,nrc,NA
injustice,anger,nrc,NA
injustice,negative,nrc,NA
inmate,disgust,nrc,NA
inmate,fear,nrc,NA
inmate,negative,nrc,NA
innocence,positive,nrc,NA
innocent,positive,nrc,NA
innocent,trust,nrc,NA
innocently,positive,nrc,NA
innocuous,positive,nrc,NA
innovate,positive,nrc,NA
innovation,positive,nrc,NA
inoculation,anticipation,nrc,NA
inoculation,trust,nrc,NA
inoperative,anger,nrc,NA
inoperative,negative,nrc,NA
inquirer,positive,nrc,NA
inquiry,anticipation,nrc,NA
inquiry,positive,nrc,NA
inquisitive,positive,nrc,NA
insane,anger,nrc,NA
insane,fear,nrc,NA
insane,negative,nrc,NA
insanity,anger,nrc,NA
insanity,disgust,nrc,NA
insanity,fear,nrc,NA
insanity,negative,nrc,NA
insanity,sadness,nrc,NA
insecure,anger,nrc,NA
insecure,fear,nrc,NA
insecure,negative,nrc,NA
insecure,sadness,nrc,NA
insecurity,fear,nrc,NA
insecurity,negative,nrc,NA
inseparable,joy,nrc,NA
inseparable,positive,nrc,NA
inseparable,trust,nrc,NA
insidious,anger,nrc,NA
insidious,disgust,nrc,NA
insidious,fear,nrc,NA
insidious,negative,nrc,NA
insignia,positive,nrc,NA
insignificance,negative,nrc,NA
insignificant,anger,nrc,NA
insignificant,negative,nrc,NA
insignificant,sadness,nrc,NA
insipid,negative,nrc,NA
insolent,negative,nrc,NA
insolvency,fear,nrc,NA
insolvency,negative,nrc,NA
insolvency,sadness,nrc,NA
insolvency,surprise,nrc,NA
insolvent,fear,nrc,NA
insolvent,negative,nrc,NA
insolvent,sadness,nrc,NA
insolvent,trust,nrc,NA
inspector,positive,nrc,NA
inspiration,anticipation,nrc,NA
inspiration,joy,nrc,NA
inspiration,positive,nrc,NA
inspire,anticipation,nrc,NA
inspire,joy,nrc,NA
inspire,positive,nrc,NA
inspire,trust,nrc,NA
inspired,joy,nrc,NA
inspired,positive,nrc,NA
inspired,surprise,nrc,NA
inspired,trust,nrc,NA
instability,disgust,nrc,NA
instability,fear,nrc,NA
instability,negative,nrc,NA
install,anticipation,nrc,NA
instigate,negative,nrc,NA
instigation,negative,nrc,NA
instinctive,anger,nrc,NA
instinctive,disgust,nrc,NA
instinctive,fear,nrc,NA
instinctive,positive,nrc,NA
institute,trust,nrc,NA
instruct,positive,nrc,NA
instruct,trust,nrc,NA
instruction,positive,nrc,NA
instruction,trust,nrc,NA
instructions,anticipation,nrc,NA
instructions,trust,nrc,NA
instructor,anticipation,nrc,NA
instructor,positive,nrc,NA
instructor,trust,nrc,NA
instrumental,positive,nrc,NA
insufficiency,anger,nrc,NA
insufficiency,negative,nrc,NA
insufficient,negative,nrc,NA
insufficiently,negative,nrc,NA
insulation,trust,nrc,NA
insult,anger,nrc,NA
insult,disgust,nrc,NA
insult,negative,nrc,NA
insult,sadness,nrc,NA
insult,surprise,nrc,NA
insulting,anger,nrc,NA
insulting,disgust,nrc,NA
insulting,fear,nrc,NA
insulting,negative,nrc,NA
insulting,sadness,nrc,NA
insure,positive,nrc,NA
insure,trust,nrc,NA
insurgent,negative,nrc,NA
insurmountable,fear,nrc,NA
insurmountable,negative,nrc,NA
insurmountable,sadness,nrc,NA
insurrection,anger,nrc,NA
insurrection,negative,nrc,NA
intact,positive,nrc,NA
intact,trust,nrc,NA
integrity,positive,nrc,NA
integrity,trust,nrc,NA
intellect,positive,nrc,NA
intellectual,positive,nrc,NA
intelligence,fear,nrc,NA
intelligence,joy,nrc,NA
intelligence,positive,nrc,NA
intelligence,trust,nrc,NA
intelligent,positive,nrc,NA
intelligent,trust,nrc,NA
intend,trust,nrc,NA
intended,anticipation,nrc,NA
intended,positive,nrc,NA
intense,anger,nrc,NA
intense,disgust,nrc,NA
intense,fear,nrc,NA
intense,joy,nrc,NA
intense,negative,nrc,NA
intense,positive,nrc,NA
intense,surprise,nrc,NA
intense,trust,nrc,NA
inter,negative,nrc,NA
inter,sadness,nrc,NA
intercede,fear,nrc,NA
intercede,sadness,nrc,NA
intercession,trust,nrc,NA
intercourse,positive,nrc,NA
interdiction,negative,nrc,NA
interest,positive,nrc,NA
interested,disgust,nrc,NA
interested,positive,nrc,NA
interested,sadness,nrc,NA
interesting,positive,nrc,NA
interference,negative,nrc,NA
interim,anticipation,nrc,NA
interior,disgust,nrc,NA
interior,positive,nrc,NA
interior,trust,nrc,NA
interlocutory,positive,nrc,NA
interlude,positive,nrc,NA
interment,negative,nrc,NA
interment,sadness,nrc,NA
interminable,anger,nrc,NA
interminable,anticipation,nrc,NA
interminable,negative,nrc,NA
interminable,positive,nrc,NA
intermission,anticipation,nrc,NA
interrogate,fear,nrc,NA
interrogation,fear,nrc,NA
interrupt,anger,nrc,NA
interrupt,negative,nrc,NA
interrupt,surprise,nrc,NA
interrupted,negative,nrc,NA
interrupted,sadness,nrc,NA
intervention,negative,nrc,NA
intervention,positive,nrc,NA
intervention,sadness,nrc,NA
interviewer,fear,nrc,NA
intestate,negative,nrc,NA
intestinal,disgust,nrc,NA
intimate,anticipation,nrc,NA
intimate,joy,nrc,NA
intimate,positive,nrc,NA
intimate,trust,nrc,NA
intimately,anticipation,nrc,NA
intimately,fear,nrc,NA
intimately,joy,nrc,NA
intimidate,fear,nrc,NA
intimidate,negative,nrc,NA
intimidation,anger,nrc,NA
intimidation,fear,nrc,NA
intimidation,negative,nrc,NA
intolerable,anger,nrc,NA
intolerable,negative,nrc,NA
intolerance,anger,nrc,NA
intolerance,disgust,nrc,NA
intolerance,fear,nrc,NA
intolerance,negative,nrc,NA
intolerant,anger,nrc,NA
intolerant,disgust,nrc,NA
intolerant,fear,nrc,NA
intolerant,negative,nrc,NA
intolerant,sadness,nrc,NA
intonation,positive,nrc,NA
intoxicated,disgust,nrc,NA
intoxicated,negative,nrc,NA
intractable,anger,nrc,NA
intractable,negative,nrc,NA
intrepid,positive,nrc,NA
intrigue,anticipation,nrc,NA
intrigue,fear,nrc,NA
intrigue,negative,nrc,NA
intrigue,surprise,nrc,NA
intruder,anger,nrc,NA
intruder,fear,nrc,NA
intruder,negative,nrc,NA
intruder,surprise,nrc,NA
intrusion,fear,nrc,NA
intrusion,negative,nrc,NA
intrusive,anger,nrc,NA
intrusive,disgust,nrc,NA
intrusive,fear,nrc,NA
intrusive,negative,nrc,NA
intrusive,surprise,nrc,NA
intuition,positive,nrc,NA
intuition,trust,nrc,NA
intuitive,positive,nrc,NA
intuitively,anticipation,nrc,NA
invade,anger,nrc,NA
invade,fear,nrc,NA
invade,negative,nrc,NA
invade,sadness,nrc,NA
invade,surprise,nrc,NA
invader,anger,nrc,NA
invader,fear,nrc,NA
invader,negative,nrc,NA
invader,sadness,nrc,NA
invalid,sadness,nrc,NA
invalidate,negative,nrc,NA
invalidation,negative,nrc,NA
invalidity,negative,nrc,NA
invariably,positive,nrc,NA
invasion,anger,nrc,NA
invasion,negative,nrc,NA
inventive,positive,nrc,NA
inventor,positive,nrc,NA
investigate,positive,nrc,NA
investigation,anticipation,nrc,NA
invigorate,positive,nrc,NA
invitation,anticipation,nrc,NA
invitation,positive,nrc,NA
invite,anticipation,nrc,NA
invite,joy,nrc,NA
invite,positive,nrc,NA
invite,surprise,nrc,NA
invite,trust,nrc,NA
inviting,anticipation,nrc,NA
inviting,joy,nrc,NA
inviting,positive,nrc,NA
inviting,surprise,nrc,NA
inviting,trust,nrc,NA
invocation,anticipation,nrc,NA
invocation,trust,nrc,NA
invoke,anticipation,nrc,NA
involuntary,negative,nrc,NA
involution,anger,nrc,NA
involution,negative,nrc,NA
involvement,anger,nrc,NA
irate,anger,nrc,NA
irate,negative,nrc,NA
ire,anger,nrc,NA
ire,negative,nrc,NA
iris,fear,nrc,NA
iron,positive,nrc,NA
iron,trust,nrc,NA
irons,negative,nrc,NA
irrational,disgust,nrc,NA
irrational,fear,nrc,NA
irrational,negative,nrc,NA
irrationality,negative,nrc,NA
irreconcilable,anger,nrc,NA
irreconcilable,fear,nrc,NA
irreconcilable,negative,nrc,NA
irreconcilable,sadness,nrc,NA
irreducible,positive,nrc,NA
irrefutable,positive,nrc,NA
irrefutable,trust,nrc,NA
irregular,negative,nrc,NA
irregularity,negative,nrc,NA
irrelevant,negative,nrc,NA
irreparable,fear,nrc,NA
irreparable,negative,nrc,NA
irreparable,sadness,nrc,NA
irresponsible,negative,nrc,NA
irreverent,negative,nrc,NA
irrevocable,negative,nrc,NA
irritability,anger,nrc,NA
irritability,negative,nrc,NA
irritable,anger,nrc,NA
irritable,negative,nrc,NA
irritating,anger,nrc,NA
irritating,disgust,nrc,NA
irritating,negative,nrc,NA
irritation,anger,nrc,NA
irritation,disgust,nrc,NA
irritation,negative,nrc,NA
irritation,sadness,nrc,NA
isolate,sadness,nrc,NA
isolated,fear,nrc,NA
isolated,negative,nrc,NA
isolated,sadness,nrc,NA
isolation,negative,nrc,NA
isolation,sadness,nrc,NA
jab,anger,nrc,NA
jabber,negative,nrc,NA
jackpot,anticipation,nrc,NA
jackpot,joy,nrc,NA
jackpot,positive,nrc,NA
jackpot,surprise,nrc,NA
jail,fear,nrc,NA
jail,negative,nrc,NA
jail,sadness,nrc,NA
jam,positive,nrc,NA
janitor,disgust,nrc,NA
jargon,negative,nrc,NA
jarring,fear,nrc,NA
jarring,negative,nrc,NA
jarring,sadness,nrc,NA
jaundice,fear,nrc,NA
jaundice,negative,nrc,NA
jaws,fear,nrc,NA
jealous,anger,nrc,NA
jealous,disgust,nrc,NA
jealous,negative,nrc,NA
jealousy,anger,nrc,NA
jealousy,disgust,nrc,NA
jealousy,fear,nrc,NA
jealousy,negative,nrc,NA
jealousy,sadness,nrc,NA
jeopardize,anger,nrc,NA
jeopardize,fear,nrc,NA
jeopardize,negative,nrc,NA
jeopardy,anticipation,nrc,NA
jeopardy,fear,nrc,NA
jeopardy,negative,nrc,NA
jerk,anger,nrc,NA
jerk,surprise,nrc,NA
jest,joy,nrc,NA
jest,positive,nrc,NA
jest,surprise,nrc,NA
job,positive,nrc,NA
john,disgust,nrc,NA
john,negative,nrc,NA
join,positive,nrc,NA
joined,positive,nrc,NA
joke,negative,nrc,NA
joker,joy,nrc,NA
joker,positive,nrc,NA
joker,surprise,nrc,NA
joking,positive,nrc,NA
jolt,surprise,nrc,NA
jornada,negative,nrc,NA
journalism,trust,nrc,NA
journalist,positive,nrc,NA
journey,anticipation,nrc,NA
journey,fear,nrc,NA
journey,joy,nrc,NA
journey,positive,nrc,NA
journeyman,trust,nrc,NA
jovial,joy,nrc,NA
jovial,positive,nrc,NA
joy,joy,nrc,NA
joy,positive,nrc,NA
joyful,joy,nrc,NA
joyful,positive,nrc,NA
joyful,trust,nrc,NA
joyous,joy,nrc,NA
joyous,positive,nrc,NA
jubilant,joy,nrc,NA
jubilant,positive,nrc,NA
jubilant,surprise,nrc,NA
jubilant,trust,nrc,NA
jubilee,joy,nrc,NA
jubilee,positive,nrc,NA
jubilee,surprise,nrc,NA
judgment,surprise,nrc,NA
judicial,anticipation,nrc,NA
judicial,positive,nrc,NA
judicial,trust,nrc,NA
judiciary,anticipation,nrc,NA
judiciary,trust,nrc,NA
judicious,positive,nrc,NA
judicious,trust,nrc,NA
jumble,negative,nrc,NA
jump,joy,nrc,NA
jump,positive,nrc,NA
jungle,fear,nrc,NA
junk,negative,nrc,NA
junta,negative,nrc,NA
jurisprudence,sadness,nrc,NA
jurist,trust,nrc,NA
jury,trust,nrc,NA
justice,positive,nrc,NA
justice,trust,nrc,NA
justifiable,positive,nrc,NA
justifiable,trust,nrc,NA
justification,positive,nrc,NA
juvenile,negative,nrc,NA
keepsake,positive,nrc,NA
ken,positive,nrc,NA
kennel,sadness,nrc,NA
kern,negative,nrc,NA
kerosene,fear,nrc,NA
keynote,positive,nrc,NA
keystone,positive,nrc,NA
khan,fear,nrc,NA
khan,trust,nrc,NA
kick,anger,nrc,NA
kick,negative,nrc,NA
kicking,anger,nrc,NA
kidnap,anger,nrc,NA
kidnap,fear,nrc,NA
kidnap,negative,nrc,NA
kidnap,sadness,nrc,NA
kidnap,surprise,nrc,NA
kill,fear,nrc,NA
kill,negative,nrc,NA
kill,sadness,nrc,NA
killing,anger,nrc,NA
killing,fear,nrc,NA
killing,negative,nrc,NA
killing,sadness,nrc,NA
kind,joy,nrc,NA
kind,positive,nrc,NA
kind,trust,nrc,NA
kindness,positive,nrc,NA
kindred,anticipation,nrc,NA
kindred,joy,nrc,NA
kindred,positive,nrc,NA
kindred,trust,nrc,NA
king,positive,nrc,NA
kiss,anticipation,nrc,NA
kiss,joy,nrc,NA
kiss,positive,nrc,NA
kiss,surprise,nrc,NA
kite,disgust,nrc,NA
kite,negative,nrc,NA
kitten,joy,nrc,NA
kitten,positive,nrc,NA
kitten,trust,nrc,NA
knack,positive,nrc,NA
knell,fear,nrc,NA
knell,negative,nrc,NA
knell,sadness,nrc,NA
knickers,trust,nrc,NA
knight,positive,nrc,NA
knotted,negative,nrc,NA
knowing,positive,nrc,NA
knowledge,positive,nrc,NA
kudos,joy,nrc,NA
kudos,positive,nrc,NA
label,trust,nrc,NA
labor,anticipation,nrc,NA
labor,joy,nrc,NA
labor,positive,nrc,NA
labor,surprise,nrc,NA
labor,trust,nrc,NA
labored,negative,nrc,NA
labored,sadness,nrc,NA
laborious,negative,nrc,NA
labyrinth,anticipation,nrc,NA
labyrinth,negative,nrc,NA
lace,anger,nrc,NA
lace,fear,nrc,NA
lace,negative,nrc,NA
lace,positive,nrc,NA
lace,sadness,nrc,NA
lace,trust,nrc,NA
lack,negative,nrc,NA
lacking,negative,nrc,NA
lackluster,negative,nrc,NA
laden,negative,nrc,NA
lag,negative,nrc,NA
lagging,anger,nrc,NA
lagging,anticipation,nrc,NA
lagging,disgust,nrc,NA
lagging,negative,nrc,NA
lagging,sadness,nrc,NA
lair,negative,nrc,NA
lamb,joy,nrc,NA
lamb,positive,nrc,NA
lamb,trust,nrc,NA
lament,disgust,nrc,NA
lament,fear,nrc,NA
lament,negative,nrc,NA
lament,sadness,nrc,NA
lamenting,sadness,nrc,NA
land,positive,nrc,NA
landed,positive,nrc,NA
landmark,trust,nrc,NA
landslide,fear,nrc,NA
landslide,negative,nrc,NA
landslide,sadness,nrc,NA
languid,negative,nrc,NA
languish,negative,nrc,NA
languishing,fear,nrc,NA
languishing,negative,nrc,NA
languishing,sadness,nrc,NA
lapse,negative,nrc,NA
larceny,disgust,nrc,NA
larceny,negative,nrc,NA
larger,disgust,nrc,NA
larger,surprise,nrc,NA
larger,trust,nrc,NA
laser,positive,nrc,NA
laser,trust,nrc,NA
lash,anger,nrc,NA
lash,fear,nrc,NA
lash,negative,nrc,NA
late,negative,nrc,NA
late,sadness,nrc,NA
lateness,negative,nrc,NA
latent,anger,nrc,NA
latent,anticipation,nrc,NA
latent,disgust,nrc,NA
latent,negative,nrc,NA
latent,surprise,nrc,NA
latrines,disgust,nrc,NA
latrines,negative,nrc,NA
laudable,positive,nrc,NA
laugh,joy,nrc,NA
laugh,positive,nrc,NA
laugh,surprise,nrc,NA
laughable,disgust,nrc,NA
laughable,negative,nrc,NA
laughing,joy,nrc,NA
laughing,positive,nrc,NA
laughter,anticipation,nrc,NA
laughter,joy,nrc,NA
laughter,positive,nrc,NA
laughter,surprise,nrc,NA
launch,anticipation,nrc,NA
launch,positive,nrc,NA
laureate,positive,nrc,NA
laureate,trust,nrc,NA
laurel,positive,nrc,NA
laurels,joy,nrc,NA
laurels,positive,nrc,NA
lava,anger,nrc,NA
lava,fear,nrc,NA
lava,negative,nrc,NA
lavatory,disgust,nrc,NA
lavish,positive,nrc,NA
law,trust,nrc,NA
lawful,positive,nrc,NA
lawful,trust,nrc,NA
lawlessness,anger,nrc,NA
lawlessness,fear,nrc,NA
lawlessness,negative,nrc,NA
lawsuit,anger,nrc,NA
lawsuit,disgust,nrc,NA
lawsuit,fear,nrc,NA
lawsuit,negative,nrc,NA
lawsuit,sadness,nrc,NA
lawsuit,surprise,nrc,NA
lawyer,anger,nrc,NA
lawyer,disgust,nrc,NA
lawyer,fear,nrc,NA
lawyer,negative,nrc,NA
lax,negative,nrc,NA
lax,sadness,nrc,NA
laxative,disgust,nrc,NA
laxative,fear,nrc,NA
laxative,negative,nrc,NA
lazy,negative,nrc,NA
lead,positive,nrc,NA
leader,positive,nrc,NA
leader,trust,nrc,NA
leading,trust,nrc,NA
league,positive,nrc,NA
leak,negative,nrc,NA
leakage,negative,nrc,NA
leaky,negative,nrc,NA
leaning,trust,nrc,NA
learn,positive,nrc,NA
learning,positive,nrc,NA
leave,negative,nrc,NA
leave,sadness,nrc,NA
leave,surprise,nrc,NA
lecturer,positive,nrc,NA
leech,negative,nrc,NA
leeches,disgust,nrc,NA
leeches,fear,nrc,NA
leeches,negative,nrc,NA
leer,disgust,nrc,NA
leer,negative,nrc,NA
leery,surprise,nrc,NA
leeway,positive,nrc,NA
legal,positive,nrc,NA
legal,trust,nrc,NA
legalized,anger,nrc,NA
legalized,fear,nrc,NA
legalized,joy,nrc,NA
legalized,positive,nrc,NA
legalized,trust,nrc,NA
legendary,positive,nrc,NA
legibility,positive,nrc,NA
legible,positive,nrc,NA
legislator,trust,nrc,NA
legislature,trust,nrc,NA
legitimacy,trust,nrc,NA
leisure,anticipation,nrc,NA
leisure,joy,nrc,NA
leisure,positive,nrc,NA
leisure,surprise,nrc,NA
leisure,trust,nrc,NA
leisurely,positive,nrc,NA
lemma,positive,nrc,NA
lemon,disgust,nrc,NA
lemon,negative,nrc,NA
lender,trust,nrc,NA
lenient,positive,nrc,NA
leprosy,disgust,nrc,NA
leprosy,fear,nrc,NA
leprosy,negative,nrc,NA
leprosy,sadness,nrc,NA
lesbian,disgust,nrc,NA
lesbian,negative,nrc,NA
lesbian,sadness,nrc,NA
lessen,anticipation,nrc,NA
lessen,negative,nrc,NA
lesser,disgust,nrc,NA
lesser,negative,nrc,NA
lesson,anticipation,nrc,NA
lesson,positive,nrc,NA
lesson,trust,nrc,NA
lethal,disgust,nrc,NA
lethal,fear,nrc,NA
lethal,negative,nrc,NA
lethal,sadness,nrc,NA
lethargy,negative,nrc,NA
lethargy,sadness,nrc,NA
letter,anticipation,nrc,NA
lettered,anticipation,nrc,NA
lettered,positive,nrc,NA
lettered,trust,nrc,NA
leukemia,anger,nrc,NA
leukemia,fear,nrc,NA
leukemia,negative,nrc,NA
leukemia,sadness,nrc,NA
levee,trust,nrc,NA
level,positive,nrc,NA
level,trust,nrc,NA
leverage,positive,nrc,NA
levy,negative,nrc,NA
lewd,disgust,nrc,NA
lewd,negative,nrc,NA
liaison,negative,nrc,NA
liar,disgust,nrc,NA
liar,negative,nrc,NA
libel,anger,nrc,NA
libel,fear,nrc,NA
